"X","gene_id","gene_name","gene_start","gene_end","gene_strand","gene_length","gene_description","tf_family","number_figure","T0.T360","T20.T360","T50.T360","T90.T360","T120.T360","T260.T360","Bd"
"BD_RS10980","BD_RS10980","BD_RS10980",2302991,2303383,"+",393,"hypothetical protein && -","-",7,-0.240596799988332,5.45140918755705,2.70522575084887,1.093931074423,-0.813136871124766,-1.12293572485075,"Bd2398"
"BD_RS10965","BD_RS10965","BD_RS10965",2300678,2301238,"+",561,"hypothetical protein && PF08007:Cupin superfamily protein","Cupin_4",7,1.02743252864704,5.40883865804935,3.39080724789931,0.340859254586482,0.0743501674642782,0.235431479535216,"S10965"
"BD_RS10960","BD_RS10960","BD_RS10960",2300187,2300660,"+",474,"hypothetical protein && -","-",7,-0.19592296166194,4.5029820643612,2.83153458499481,1.07727706697356,-0.64335806262678,-1.24098115728326,"Bd2393"
"BD_RS10785","BD_RS10785","BD_RS10785",2259246,2260097,"+",852,"RluA family pseudouridine synthase && PF00849:RNA pseudouridylate synthase","-",7,0.770568278332549,3.31802265426768,2.73101364175781,2.31544854244379,1.43576250295258,0.501196817960056,"Bd2358"
"BD_RS10675","BD_RS10675","BD_RS10675",2231961,2232848,"+",888,"serine protease && PF13365:Trypsin-like peptidase domain","-",7,0.74062336970062,5.42314463929824,2.39262067159803,1.04266107041616,-0.803574983465422,-0.507185634154791,"Bd2334"
"BD_RS10525","BD_RS10525","BD_RS10525",2196522,2197148,"-",627,"hypothetical protein && -","-",7,-0.377819128612442,5.15902365887643,2.91367355653826,2.61708904927692,0.853419637651443,-0.678998195098086,"Bd2301"
"BD_RS10495","BD_RS10495","BD_RS10495",2192619,2192900,"-",282,"hypothetical protein && -","-",7,-0.678619448866435,4.12078867955552,4.45103180045584,2.78785696850716,1.0572549345266,0.608373566940914,"Bd2298"
"BD_RS10400","BD_RS10400","BD_RS10400",2173421,2174314,"+",894,"hypothetical protein && -","-",7,0.0669681186701785,5.11497725993273,5.18350090740773,4.53371024024055,2.09741378631338,0.308126169227616,"Bd2274"
"BD_RS10390","BD_RS10390","BD_RS10390",2172444,2173001,"+",558,"thioredoxin family protein && PF13905:Thioredoxin-like","-",7,-0.777400816202957,4.9892086908779,5.25003606482544,4.63832234066008,2.09119736629713,-0.0632386605661076,"Bd2272"
"BD_RS10225","BD_RS10225","queA",2135725,2136765,"-",1041,"tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA && PF02547:Queuosine biosynthesis protein","-",7,0.242107968560419,3.70716155795556,2.74411484687965,1.92342620676699,0.845527196791243,-0.516485009846693,"Bd2237"
"BD_RS10220","BD_RS10220","tgt",2134566,2135720,"-",1155,"tRNA guanosine(34) transglycosylase Tgt && PF01702:Queuine tRNA-ribosyltransferase","TGT",7,0.272887323483668,4.72047790178847,4.03083258259811,3.44726832369981,2.50669212085002,0.795275326840683,"Bd2236"
"BD_RS10040","BD_RS10040","BD_RS10040",2096480,2096719,"+",240,"twin-arginine translocase TatA/TatE family subunit && PF02416:mttA/Hcf106 family","-",7,1.47865090961529,4.00434354915901,2.68286630146315,2.05638355088733,0.994754892270515,-0.425906666583234,"Bd2196"
"BD_RS10035","BD_RS10035","BD_RS10035",2095933,2096406,"+",474,"hypothetical protein && -","-",7,1.34911142326446,5.73945224882831,3.5104566246682,1.61329900467552,-0.399609413336894,-1.43505134567248,"Bd2195"
"BD_RS09730","BD_RS09730","BD_RS09730",2036115,2037167,"+",1053,"rhodanese-like domain-containing protein && PF00581:Rhodanese-like domain|PF12368:Rhodanase C-terminal","Rhodanese",7,0.21723576294189,4.89651122519516,3.66255252479356,3.07393920309034,2.08091452233558,0.541235438308212,"Bd2131"
"BD_RS09675","BD_RS09675","trmD",2027451,2028278,"-",828,"tRNA (guanosine(37)-N1)-methyltransferase TrmD && PF01746:tRNA (Guanine-1)-methyltransferase","-",7,0.454048218825981,3.08698066277921,2.70809366011121,2.03442854352201,0.921421301114457,0.0747870649275816,"Bd2119"
"BD_RS09460","BD_RS09460","BD_RS09460",1977689,1979587,"+",1899,"DUF4105 domain-containing protein && PF13387:Domain of unknown function (DUF4105)","-",7,0.439872811926361,3.91857298347495,2.97193457505092,2.837484204785,1.36543799130271,0.527653035488947,"Bd2072"
"BD_RS09425","BD_RS09425","BD_RS09425",1972710,1973177,"-",468,"YcnI family protein && PF07987:Domain of unkown function (DUF1775)","-",7,-1.12235222127928,3.93610580770143,3.74732741551962,2.89112949280982,0.235204489404202,-1.88824663279525,"Bd2065"
"BD_RS09405","BD_RS09405","BD_RS09405",1968387,1969001,"-",615,"L%2CD-transpeptidase family protein && PF03734:L,D-transpeptidase catalytic domain","-",7,0.12195312097154,5.05068128339874,2.61333374285351,1.41071914867402,-0.388489287784553,-0.359679748429803,"Bd2061"
"BD_RS09190","BD_RS09190","BD_RS09190",1927109,1927666,"-",558,"DUF177 domain-containing protein && PF02620:Uncharacterized ACR, COG1399","-",7,-0.241636652537486,4.67101020273795,4.10070336660105,3.02682282976511,1.8533855652465001,1.04410200539739,"Bd2016"
"BD_RS09070","BD_RS09070","BD_RS09070",1902378,1903898,"-",1521,"GH3 auxin-responsive promoter family protein && PF03321:GH3 auxin-responsive promoter","-",7,0.802950556091506,5.7025052917387,4.80149838968846,2.87332954025784,0.459295832141592,0.665355373332754,"Bd1990"
"BD_RS09065","BD_RS09065","BD_RS09065",1901815,1902381,"-",567,"hypothetical protein && -","-",7,1.49551215511094,5.2206188965367,4.34650400297539,2.57068300295054,-0.13765606734499,0.3890269738106,"Bd1989"
"BD_RS09060","BD_RS09060","BD_RS09060",1899836,1901818,"-",1983,"C45 family autoproteolytic acyltransferase/hydolase && PF03417:Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase","-",7,0.684896281534347,5.48852050536949,4.65201369971981,2.72588735443867,0.468675004220818,0.649946129465915,"Bd1988"
"BD_RS08850","BD_RS08850","BD_RS08850",1857184,1858551,"+",1368,"sodium-dependent transporter && PF00209:Sodium:neurotransmitter symporter family","SNF",7,-0.0613053152589289,2.72360219537317,1.8586216409804,0.563332015320628,-0.0943785713806358,-1.08716326633545,"Bd1945"
"BD_RS08835","BD_RS08835","rnc",1854247,1854951,"+",705,"ribonuclease III && PF00035:Double-stranded RNA binding motif|PF14622:Ribonuclease-III-like","-",7,0.23361145395691,4.4031397414382,3.23433465682762,2.19919694663442,1.41812314289036,0.0301309434560487,"Bd1941"
"BD_RS08820","BD_RS08820","BD_RS08820",1850642,1851847,"+",1206,"cysteine desulfurase family protein && PF00266:Aminotransferase class-V","Aminotran_5",7,-0.132840032440221,3.97940027248949,2.84165517195827,1.92020218441492,1.29989328450169,-0.160355465038583,"Bd1938"
"BD_RS08800","BD_RS08800","BD_RS08800",1846065,1846712,"-",648,"thermonuclease family protein && PF00565:Staphylococcal nuclease homologue","-",7,1.46481467962402,5.9574677705658,4.26089814631153,2.98702515060113,1.67598479992116,1.06210967566367,"Bd1934"
"BD_RS08670","BD_RS08670","BD_RS08670",1824364,1825113,"+",750,"hypothetical protein && -","-",7,-0.317244756533787,4.73298844118063,3.06921749330684,1.40591555375652,-0.283473009036606,-0.163724308678833,"Bd1905"
"BD_RS08635","BD_RS08635","BD_RS08635",1819015,1819773,"-",759,"trypsin-like serine protease && PF00089:Trypsin","Trypsin",7,0.430431242580414,5.10488764430705,4.29518503161763,2.35998579195564,0.510432495828506,1.04285516586011,"Bd1898"
"BD_RS08630","BD_RS08630","BD_RS08630",1818103,1818906,"-",804,"DUF4423 domain-containing protein && PF14394:Domain of unknown function (DUF4423)","-",7,-0.261588712005124,4.61354315612744,3.15989085684427,1.09163128296238,-0.170916038498599,0.244997457781011,"Bd1897"
"BD_RS08455","BD_RS08455","BD_RS08455",1785368,1786912,"-",1545,"FAD-dependent oxidoreductase && -","-",7,0.208557727872515,4.75436906651874,4.03212340740925,2.64220254377557,1.90211187418346,1.61213754565509,"Bd1860"
"BD_RS08450","BD_RS08450","BD_RS08450",1783614,1785227,"-",1614,"hypothetical protein && -","-",7,0.891432375408847,4.0918331273724204,3.40203620837428,2.57854807985426,1.14290881879763,0.938869709783418,"Bd1859"
"BD_RS08395","BD_RS08395","BD_RS08395",1769031,1771721,"+",2691,"zinc-dependent metalloprotease && PF16313:Domain of unknown function (DUF4953)","-",7,0.135380412715291,3.89860702422015,2.44680492883116,1.38085451692508,0.0875835829419128,-1.02174012859558,"Bd1841"
"BD_RS08210","BD_RS08210","BD_RS08210",1728794,1729270,"+",477,"MerC domain-containing protein && PF03203:MerC mercury resistance protein","-",7,-0.284690032913233,2.82727294498409,2.22470462038545,1.50087580040697,0.388563115607132,-0.219349390863202,"Bd1800"
"BD_RS08140","BD_RS08140","BD_RS08140",1715066,1715809,"-",744,"transporter substrate-binding domain-containing protein && PF00497:Bacterial extracellular solute-binding proteins, family 3","-",7,-0.0925691858693697,3.05492712838682,3.02769448254651,2.5062287407522,1.08685988500668,-0.580074888600713,"Bd1786"
"BD_RS08135","BD_RS08135","BD_RS08135",1714053,1715009,"-",957,"hypothetical protein && -","-",7,-0.162660930241472,3.30528048674901,2.87632175889808,1.47934946867825,-0.143218437199438,-0.992404895885414,"Bd1785"
"BD_RS08130","BD_RS08130","BD_RS08130",1713616,1714044,"-",429,"SRPBCC family protein && PF08327:Activator of Hsp90 ATPase homolog 1-like protein","-",7,0.289862963895047,3.15411428883334,2.61530232964329,1.3281974149449,0.626235010270667,0.333097155492912,"Bd1784"
"BD_RS08125","BD_RS08125","BD_RS08125",1713254,1713514,"-",261,"hypothetical protein && -","-",7,0.743739147038234,5.36508015863816,4.25430732270594,3.03352925629518,1.68728457527095,0.506714927969354,"Bd1783"
"BD_RS07960","BD_RS07960","BD_RS07960",1679970,1680806,"+",837,"LysR family transcriptional regulator && PF00126:Bacterial regulatory helix-turn-helix protein, lysR family|PF03466:LysR substrate binding domain","LysR_substrate",7,0.54830568470225,2.47778464885302,1.6347273305069,0.275826608165225,-0.888095897317258,0.187732619468673,"Bd1745"
"BD_RS07950","BD_RS07950","BD_RS07950",1676008,1678845,"+",2838,"hypothetical protein && -","-",7,0.144908800777725,5.39808134407475,5.03507886011604,3.04406959158187,1.44053614543932,1.03475944852337,"Bd1743"
"BD_RS07530","BD_RS07530","BD_RS07530",1588493,1588942,"+",450,"Fur family transcriptional regulator && PF01475:Ferric uptake regulator family","FUR",7,0.567182543354315,2.91586219089944,2.1137517883654,1.71104556305546,0.784329781528965,0.198105615197688,"Bd1656"
"BD_RS07445","BD_RS07445","BD_RS07445",1571211,1572077,"-",867,"class I SAM-dependent methyltransferase && PF02527:rRNA small subunit methyltransferase G","-",7,0.0772132280411437,5.03530553008075,4.05335205130917,3.07155298516604,1.7867549825962,0.627885211527764,"Bd1636"
"BD_RS07080","BD_RS07080","BD_RS07080",1484567,1486288,"-",1722,"BamA/TamA family outer membrane protein && PF01103:Surface antigen","-",7,0.653414977500388,2.51803729611849,2.01725289452567,1.06411228781145,-0.0232279858651213,0.210653961408508,"Bd1557"
"BD_RS07075","BD_RS07075","BD_RS07075",1482231,1484567,"-",2337,"translocation/assembly module TamB domain-containing protein && PF04357:Family of unknown function (DUF490)","-",7,0.175394593241615,2.63138535807439,2.48023280023507,1.34480080483221,0.343613944809117,0.0250567304123598,"Bd1556"
"BD_RS07000","BD_RS07000","BD_RS07000",1465980,1466879,"-",900,"trypsin-like serine protease && PF00089:Trypsin","Trypsin",7,0.428539195624659,5.29070663196048,3.18498398585095,1.61534305952262,-0.523560898083053,-0.627553373928283,"Bd1541"
"BD_RS06890","BD_RS06890","BD_RS06890",1443078,1443800,"-",723,"pseudouridine synthase && PF00849:RNA pseudouridylate synthase","-",7,0.0306421863897164,2.46520270288157,2.54748499927016,1.80467380665913,0.511153882468999,-0.813691123380281,"Bd1519"
"BD_RS06885","BD_RS06885","BD_RS06885",1440967,1443027,"-",2061,"M1 family aminopeptidase && -","-",7,-0.499528456537398,4.92727267819141,4.18798572712688,2.82064667949675,0.89471668702764,-0.0516249670605503,"Bd1518"
"BD_RS06825","BD_RS06825","BD_RS06825",1426221,1427984,"-",1764,"ATP-binding protein && PF05226:CHASE2 domain|PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","HATPase_c",7,0.929425729028135,4.44269634830707,3.61212608525562,2.79138073024385,1.72594321242736,0.467751753246224,"Bd1506"
"BD_RS06555","BD_RS06555","BD_RS06555",1357959,1361114,"-",3156,"S8 family serine peptidase && PF00082:Subtilase family|PF02225:PA domain","Peptidase_S8",7,1.07224888145958,4.10946739978365,3.00166684315125,2.26266899411941,1.0976844892159,0.0813194109298,"Bd1444"
"BD_RS06485","BD_RS06485","BD_RS06485",1346931,1347761,"-",831,"C1 family peptidase && PF00112:Papain family cysteine protease","Peptidase_C1",7,1.49056022403042,4.41395487136494,1.66196326843125,-0.124817226758399,-2.27130960831225,-2.42283274145987,"Bd1427"
"BD_RS06480","BD_RS06480","BD_RS06480",1346275,1346916,"-",642,"HD domain-containing protein && PF01966:HD domain","HD",7,2.47876168834387,4.50970504570081,1.76731817589326,0.0202442337611123,-1.47345634943197,-0.817593816552473,"Bd1426"
"BD_RS06470","BD_RS06470","BD_RS06470",1345021,1345698,"+",678,"RNA pseudouridine synthase && PF00849:RNA pseudouridylate synthase","-",7,-0.164216248308221,5.03507657368468,4.29032151552172,2.98546829970453,1.9013296459218,0.642481327131347,"Bd1424"
"BD_RS06465","BD_RS06465","BD_RS06465",1344434,1345024,"+",591,"RlmE family RNA methyltransferase && PF01728:FtsJ-like methyltransferase","-",7,-0.149179455855139,4.34418358236242,3.5685000441874,2.32808641629151,1.21984471073774,0.0701864943749115,"Bd1423"
"BD_RS06415","BD_RS06415","BD_RS06415",1333210,1335072,"-",1863,"DEAD/DEAH box helicase && PF00271:Helicase conserved C-terminal domain|PF00270:DEAD/DEAH box helicase","DEAD",7,0.618126416704125,3.82303447442874,2.59956716192311,1.12323944285703,-0.209838165911309,-1.21562957462065,"Bd1412"
"BD_RS06355","BD_RS06355","BD_RS06355",1324924,1325481,"+",558,"hypothetical protein && -","-",7,1.23841484224131,3.21067801838565,2.05370745822031,1.19045538907039,-0.0618234076621089,-0.177587287710241,"Bd1399"
"BD_RS06340","BD_RS06340","BD_RS06340",1322541,1323377,"+",837,"S1-like domain-containing RNA-binding protein && PF13509:S1 domain","-",7,-0.0509021467578504,2.56059490447534,2.04933170868154,1.28236364226299,0.291369807719997,-1.00571847736962,"Bd1395"
"BD_RS06335","BD_RS06335","dbpA",1321014,1322402,"-",1389,"ATP-dependent RNA helicase DbpA && PF00271:Helicase conserved C-terminal domain|PF00270:DEAD/DEAH box helicase|PF03880:DbpA RNA binding domain","DEAD",7,0.260075188583886,4.04063079326183,3.1650478492504,1.99269236838158,0.748156493782276,-0.307295748919711,"Bd1394"
"BD_RS06320","BD_RS06320","BD_RS06320",1316694,1317545,"+",852,"trypsin-like serine protease && PF00089:Trypsin","Trypsin",7,0.660806559486777,6.08816994416656,3.55354550034042,2.00350571926101,0.556965159240768,-0.289328652360457,"Bd1391"
"BD_RS06315","BD_RS06315","BD_RS06315",1314909,1316510,"-",1602,"tryptophan 7-halogenase && PF04820:Tryptophan halogenase","-",7,0.324103530265704,6.34801531752206,3.9364732312669,2.43437044647278,1.27944773675739,0.826302239750004,"Bd1390"
"BD_RS06205","BD_RS06205","BD_RS06205",1290677,1291024,"-",348,"hypothetical protein && -","-",7,0.628108008763362,5.14040150794054,3.32506572710003,1.29160277359477,-1.16412417046719,-0.577493990638459,"Bd1366"
"BD_RS06145","BD_RS06145","BD_RS06145",1278769,1279086,"-",318,"hypothetical protein && -","-",7,-0.582017349599924,4.22201348806224,2.79617834055019,1.26771795846153,-0.155284151149211,-0.846588524530692,"Bd1354"
"BD_RS06000","BD_RS06000","BD_RS06000",1251463,1252149,"-",687,"RNA pseudouridine synthase && PF00849:RNA pseudouridylate synthase","-",7,-1.92557860965314,2.96010872325202,2.27277292558636,1.52580759866527,0.355363085736167,-0.57943463693789,"Bd1323"
"BD_RS05930","BD_RS05930","BD_RS05930",1236884,1237942,"+",1059,"tRNA-dihydrouridine synthase family protein && PF01207:Dihydrouridine synthase (Dus)","Dus",7,0.810785941955107,3.09685991455296,2.9154758083072,2.56912487113821,1.70792891240706,0.696447412389173,"Bd1309"
"BD_RS05745","BD_RS05745","BD_RS05745",1200928,1201158,"+",231,"hypothetical protein && -","-",7,0.661325799655675,2.87468140288497,2.74975920958827,2.19440727777407,1.97221082370314,0.150320616306114,"Bd1266"
"BD_RS05665","BD_RS05665","BD_RS05665",1179220,1180095,"+",876,"endonuclease && PF04231:Endonuclease I","-",7,0.823850771701979,4.71562213912985,3.80908619085554,2.53439312009181,1.47190396692523,0.598870165878142,"Bd1244"
"BD_RS05555","BD_RS05555","BD_RS05555",1154895,1155653,"-",759,"TIGR02147 family protein && PF14394:Domain of unknown function (DUF4423)","-",7,0.287113569998668,3.74987228719476,3.33923055182747,2.44597836320724,1.05223211491607,-0.331900164787837,"Bd1219"
"BD_RS05550","BD_RS05550","BD_RS05550",1154293,1154898,"-",606,"hypothetical protein && -","-",7,1.04957518913244,5.32288615113726,4.75124668739517,3.48474962788344,1.91227964859973,0.245159827394842,"Bd1218"
"BD_RS05365","BD_RS05365","BD_RS05365",1116610,1117293,"-",684,"nucleoside-diphosphate sugar epimerase && PF13460:NAD(P)H-binding","-",7,0.273329249081365,5.26962384347195,3.39751767283874,3.13584121701503,2.25276120008428,0.76575112663492,"Bd1175"
"BD_RS05285","BD_RS05285","BD_RS05285",1096894,1097409,"+",516,"hypothetical protein && -","-",7,-0.437422597366992,3.82112850945007,1.70644336580183,2.09418145087744,0.596941281442496,-1.04418949770505,"Bd1156"
"BD_RS05255","BD_RS05255","BD_RS05255",1089581,1089889,"-",309,"hypothetical protein && -","-",7,0.126024028712744,5.62480803034098,4.5216927191301,3.10934973030356,1.18631908622815,0.933681764926455,"Bd1149"
"BD_RS05250","BD_RS05250","BD_RS05250",1088920,1089423,"-",504,"hypothetical protein && -","-",7,-1.826493071488,4.9787365330492,4.08075574717155,2.65086911593985,1.14538492371569,0.430339005128336,"Bd1148"
"BD_RS04815","BD_RS04815","BD_RS04815",991793,993151,"+",1359,"beta-sandwich domain-containing protein && -","-",7,0.428272974207222,6.19641955991987,3.89396859008072,2.59554670166678,0.681904068907825,-0.190659918882387,"Bd1046"
"BD_RS04580","BD_RS04580","BD_RS04580",939733,941544,"+",1812,"ABC-F family ATP-binding cassette domain-containing protein && PF16326:ABC transporter C-terminal domain|PF00005:ABC transporter|PF07673:Protein of unknown function (DUF1602)","ABC_tran",7,0.100767323396109,3.27484583697186,1.90491226536214,1.43253422957607,1.1445682084746,0.822709392818723,"Bd0995"
"BD_RS04570","BD_RS04570","BD_RS04570",937260,938849,"+",1590,"secreted protein && -","-",7,-0.343934624109623,3.90518959716793,1.97024021586656,1.60467004341582,0.0527107885919648,-1.37250710564975,"Bd0993"
"BD_RS04455","BD_RS04455","BD_RS04455",912547,913446,"+",900,"hypothetical protein && -","-",7,-0.00903690566647427,4.58072958835258,2.29308979926108,1.05257877406165,0.308168291077261,0.16114549202682,"Bd0965"
"BD_RS04415","BD_RS04415","BD_RS04415",901671,903032,"-",1362,"hypothetical protein && -","-",7,-0.419716474359825,4.6854463680807,2.71666968555306,1.78290859672799,0.201864845606254,-1.1271796430482799,"Bd0956"
